id	name	icon	grade	link	chronicle
12459	Foundation Heaven's Divider	weapon_heavens_divider_i00	S	https://mw2.wiki/item/12459-foundation-heavens-divider/eternal	eternal
12460	Foundation Dynasty Ancient Sword	weapon_dynasty_ancient_sword_i00	S	https://mw2.wiki/item/12460-foundation-dynasty-ancient-sword/eternal	eternal
12461	Foundation Dynasty Knife	weapon_dynasty_dagger_i00	S	https://mw2.wiki/item/12461-foundation-dynasty-knife/eternal	eternal
12462	Foundation Dynasty Rapier	weapon_dynasty_rapier_i00	S	https://mw2.wiki/item/12462-foundation-dynasty-rapier/eternal	eternal
12463	Foundation Dynasty Mace	weapon_dynasty_staff_i00	S	https://mw2.wiki/item/12463-foundation-dynasty-mace/eternal	eternal
12464	Foundation Dynasty Bagh-Nakh	weapon_dynasty_jamadhr_i00	S	https://mw2.wiki/item/12464-foundation-dynasty-bagh-nakh/eternal	eternal
12465	Foundation Dynasty Bow	weapon_dynasty_bow_i00	S	https://mw2.wiki/item/12465-foundation-dynasty-bow/eternal	eternal
12466	Foundation Dynasty Blade	weapon_dynasty_twohand_sword_i00	S	https://mw2.wiki/item/12466-foundation-dynasty-blade/eternal	eternal
12467	Foundation Dynasty Sword	weapon_dynasty_blade_i00	S	https://mw2.wiki/item/12467-foundation-dynasty-sword/eternal	eternal
12468	Foundation Dynasty Staff	weapon_dynasty_twohand_staff_i00	S	https://mw2.wiki/item/12468-foundation-dynasty-staff/eternal	eternal
12469	Foundation Dynasty Cudgel	weapon_dynasty_hammer_i00	S	https://mw2.wiki/item/12469-foundation-dynasty-cudgel/eternal	eternal
12470	Foundation Dynasty Crusher	weapon_dynasty_crusher_i00	S	https://mw2.wiki/item/12470-foundation-dynasty-crusher/eternal	eternal
12471	Foundation Dynasty Crossbow	weapon_dynasty_crossbow_i00	S	https://mw2.wiki/item/12471-foundation-dynasty-crossbow/eternal	eternal
12472	Foundation Dynasty Phantom	weapon_dynasty_magic_sword_i00	S	https://mw2.wiki/item/12472-foundation-dynasty-phantom/eternal	eternal
12473	Foundation Dynasty Halberd	weapon_dynasty_spear_i00	S	https://mw2.wiki/item/12473-foundation-dynasty-halberd/eternal	eternal
12474	Foundation Icarus Disperser	weapon_icarus_disperser_i00	S80	https://mw2.wiki/item/12474-foundation-icarus-disperser/eternal	eternal
12475	Foundation Icarus Sawsword	weapon_icarus_sowsword_i00	S80	https://mw2.wiki/item/12475-foundation-icarus-sawsword/eternal	eternal
12476	Foundation Icarus Shooter	weapon_icarus_shooter_i00	S80	https://mw2.wiki/item/12476-foundation-icarus-shooter/eternal	eternal
12477	Foundation Icarus Stinger	weapon_icarus_stinger_i00	S80	https://mw2.wiki/item/12477-foundation-icarus-stinger/eternal	eternal
12478	Foundation Icarus Spirit	weapon_icarus_spirits_i00	S80	https://mw2.wiki/item/12478-foundation-icarus-spirit/eternal	eternal
12479	Foundation Icarus Spitter	weapon_icarus_spiter_i00	S80	https://mw2.wiki/item/12479-foundation-icarus-spitter/eternal	eternal
12480	Foundation Icarus Wingblade	weapon_icarus_wing_blade_i00	S80	https://mw2.wiki/item/12480-foundation-icarus-wingblade/eternal	eternal
12481	Foundation Icarus Trident	weapon_icarus_trident_i00	S80	https://mw2.wiki/item/12481-foundation-icarus-trident/eternal	eternal
12482	Foundation Icarus Hammer	weapon_icarus_hammer_i00	S80	https://mw2.wiki/item/12482-foundation-icarus-hammer/eternal	eternal
12483	Foundation Icarus Hand	weapon_icarus_knuckle_i00	S80	https://mw2.wiki/item/12483-foundation-icarus-hand/eternal	eternal
12484	Foundation Icarus Heavy Arms	weapon_icarus_heavy_arms_i00	S80	https://mw2.wiki/item/12484-foundation-icarus-heavy-arms/eternal	eternal
12485	Foundation Icarus Hall	weapon_icarus_stick_i00	S80	https://mw2.wiki/item/12485-foundation-icarus-hall/eternal	eternal
12486	Foundation Sealed Zubei's Gauntlets	armor_t64_g_i02	B	https://mw2.wiki/item/12486-foundation-sealed-zubeis-gauntlets/eternal	eternal
12487	Foundation Sealed Zubei's Boots	armor_t64_b_i02	B	https://mw2.wiki/item/12487-foundation-sealed-zubeis-boots/eternal	eternal
12488	Foundation Sealed Avadon Gloves	armor_t66_g_i02	B	https://mw2.wiki/item/12488-foundation-sealed-avadon-gloves/eternal	eternal
12489	Foundation Sealed Avadon Boots	armor_t66_b_i02	B	https://mw2.wiki/item/12489-foundation-sealed-avadon-boots/eternal	eternal
12490	Foundation Zubei's Leather Gaiters	armor_t65_l_i00	B	https://mw2.wiki/item/12490-foundation-zubeis-leather-gaiters/eternal	eternal
12491	Foundation Zubei's Leather Shirt	armor_t65_u_i00	B	https://mw2.wiki/item/12491-foundation-zubeis-leather-shirt/eternal	eternal
12492	Foundation Zubei's Gaiters	armor_t64_l_i00	B	https://mw2.wiki/item/12492-foundation-zubeis-gaiters/eternal	eternal
12493	Foundation Zubei's Gauntlets	armor_t64_g_i00	B	https://mw2.wiki/item/12493-foundation-zubeis-gauntlets/eternal	eternal
12494	Foundation Zubei's Gauntlets	armor_t65_g_i00	B	https://mw2.wiki/item/12494-foundation-zubeis-gauntlets/eternal	eternal
12495	Foundation Zubei's Gauntlets	armor_t56_g_i00	B	https://mw2.wiki/item/12495-foundation-zubeis-gauntlets/eternal	eternal
12496	Foundation Zubei's Boots	armor_t64_b_i00	B	https://mw2.wiki/item/12496-foundation-zubeis-boots/eternal	eternal
12497	Foundation Zubei's Boots	armor_t65_b_i00	B	https://mw2.wiki/item/12497-foundation-zubeis-boots/eternal	eternal
12498	Foundation Zubei's Boots	armor_t56_b_i00	B	https://mw2.wiki/item/12498-foundation-zubeis-boots/eternal	eternal
12499	Foundation Zubei's Shield	shield_shrnoens_shield_i00	B	https://mw2.wiki/item/12499-foundation-zubeis-shield/eternal	eternal
12500	Foundation Zubei's Helmet	armor_helmet_i00	B	https://mw2.wiki/item/12500-foundation-zubeis-helmet/eternal	eternal
12501	Foundation Zubei's Breastplate	armor_t64_u_i00	B	https://mw2.wiki/item/12501-foundation-zubeis-breastplate/eternal	eternal
12502	Foundation Avadon Gloves	armor_t66_g_i00	B	https://mw2.wiki/item/12502-foundation-avadon-gloves/eternal	eternal
12503	Foundation Avadon Gloves	armor_t67_g_i00	B	https://mw2.wiki/item/12503-foundation-avadon-gloves/eternal	eternal
12504	Foundation Avadon Gloves	armor_t59_g_i00	B	https://mw2.wiki/item/12504-foundation-avadon-gloves/eternal	eternal
12505	Foundation Avadon Leather Armor	armor_t67_ul_i00	B	https://mw2.wiki/item/12505-foundation-avadon-leather-armor/eternal	eternal
12506	Foundation Avadon Robe	armor_t59_ul_i00	B	https://mw2.wiki/item/12506-foundation-avadon-robe/eternal	eternal
12507	Foundation Avadon Boots	armor_t66_b_i00	B	https://mw2.wiki/item/12507-foundation-avadon-boots/eternal	eternal
12508	Foundation Avadon Boots	armor_t67_b_i00	B	https://mw2.wiki/item/12508-foundation-avadon-boots/eternal	eternal
12509	Foundation Avadon Boots	armor_t59_b_i00	B	https://mw2.wiki/item/12509-foundation-avadon-boots/eternal	eternal
12510	Foundation Avadon Circlet	armor_leather_helmet_i00	B	https://mw2.wiki/item/12510-foundation-avadon-circlet/eternal	eternal
12511	Foundation Avadon Shield	shield_avadon_shield_i00	B	https://mw2.wiki/item/12511-foundation-avadon-shield/eternal	eternal
12512	Foundation Avadon Gaiters	armor_t66_l_i00	B	https://mw2.wiki/item/12512-foundation-avadon-gaiters/eternal	eternal
12513	Foundation Avadon Breastplate	armor_t66_u_i00	B	https://mw2.wiki/item/12513-foundation-avadon-breastplate/eternal	eternal
12514	Foundation Tunic of Zubei	armor_t56_u_i00	B	https://mw2.wiki/item/12514-foundation-tunic-of-zubei/eternal	eternal
12515	Foundation Stockings of Zubei	armor_t56_l_i00	B	https://mw2.wiki/item/12515-foundation-stockings-of-zubei/eternal	eternal
12516	Foundation Doom Gloves	armor_t71_g_i00	B	https://mw2.wiki/item/12516-foundation-doom-gloves/eternal	eternal
12517	Foundation Doom Gloves	armor_t72_g_i00	B	https://mw2.wiki/item/12517-foundation-doom-gloves/eternal	eternal
12518	Foundation Doom Gloves	armor_t73_g_i00	B	https://mw2.wiki/item/12518-foundation-doom-gloves/eternal	eternal
12519	Foundation Doom Boots	armor_t71_b_i00	B	https://mw2.wiki/item/12519-foundation-doom-boots/eternal	eternal
12520	Foundation Doom Boots	armor_t72_b_i00	B	https://mw2.wiki/item/12520-foundation-doom-boots/eternal	eternal
12521	Foundation Doom Boots	armor_t73_b_i00	B	https://mw2.wiki/item/12521-foundation-doom-boots/eternal	eternal
12522	Foundation Doom Shield	shield_doom_shield_i00	B	https://mw2.wiki/item/12522-foundation-doom-shield/eternal	eternal
12523	Foundation Doom Plate Armor	armor_t71_ul_i00	B	https://mw2.wiki/item/12523-foundation-doom-plate-armor/eternal	eternal
12524	Foundation Doom Helmet	armor_leather_helmet_i00	B	https://mw2.wiki/item/12524-foundation-doom-helmet/eternal	eternal
12525	Foundation Leather Armor of Doom	armor_t72_ul_i00	B	https://mw2.wiki/item/12525-foundation-leather-armor-of-doom/eternal	eternal
12526	Foundation Sealed Doom Gloves	armor_t71_g_i02	B	https://mw2.wiki/item/12526-foundation-sealed-doom-gloves/eternal	eternal
12527	Foundation Sealed Doom Boots	armor_t71_b_i02	B	https://mw2.wiki/item/12527-foundation-sealed-doom-boots/eternal	eternal
12528	Foundation Sealed Blue Wolf Boots	armor_t68_b_i02	B	https://mw2.wiki/item/12528-foundation-sealed-blue-wolf-boots/eternal	eternal
12529	Foundation Sealed Blue Wolf Gloves	armor_t68_g_i02	B	https://mw2.wiki/item/12529-foundation-sealed-blue-wolf-gloves/eternal	eternal
12530	Foundation Tunic of Doom	armor_t73_u_i00	B	https://mw2.wiki/item/12530-foundation-tunic-of-doom/eternal	eternal
12531	Foundation Blue Wolf Gaiters	armor_t68_l_i00	B	https://mw2.wiki/item/12531-foundation-blue-wolf-gaiters/eternal	eternal
12532	Foundation Blue Wolf Leather Armor	armor_t69_ul_i00	B	https://mw2.wiki/item/12532-foundation-blue-wolf-leather-armor/eternal	eternal
12533	Foundation Blue Wolf Boots	armor_t68_b_i00	B	https://mw2.wiki/item/12533-foundation-blue-wolf-boots/eternal	eternal
12534	Foundation Blue Wolf Boots	armor_t69_b_i00	B	https://mw2.wiki/item/12534-foundation-blue-wolf-boots/eternal	eternal
12535	Foundation Blue Wolf Boots	armor_t70_b_i00	B	https://mw2.wiki/item/12535-foundation-blue-wolf-boots/eternal	eternal
12536	Foundation Blue Wolf Gloves	armor_t68_g_i00	B	https://mw2.wiki/item/12536-foundation-blue-wolf-gloves/eternal	eternal
12537	Foundation Blue Wolf Gloves	armor_t69_g_i00	B	https://mw2.wiki/item/12537-foundation-blue-wolf-gloves/eternal	eternal
12538	Foundation Blue Wolf Gloves	armor_t70_g_i00	B	https://mw2.wiki/item/12538-foundation-blue-wolf-gloves/eternal	eternal
12539	Foundation Blue Wolf Tunic	armor_t70_u_i00	B	https://mw2.wiki/item/12539-foundation-blue-wolf-tunic/eternal	eternal
12540	Foundation Blue Wolf Helmet	armor_leather_helmet_i00	B	https://mw2.wiki/item/12540-foundation-blue-wolf-helmet/eternal	eternal
12541	Foundation Blue Wolf Stockings	armor_t70_l_i00	B	https://mw2.wiki/item/12541-foundation-blue-wolf-stockings/eternal	eternal
12542	Foundation Blue Wolf Breastplate	armor_t68_u_i00	B	https://mw2.wiki/item/12542-foundation-blue-wolf-breastplate/eternal	eternal
12543	Foundation Stockings of Doom	armor_t73_l_i00	B	https://mw2.wiki/item/12543-foundation-stockings-of-doom/eternal	eternal
12544	Foundation Dark Crystal Gaiters	armor_t74_l_i00	A	https://mw2.wiki/item/12544-foundation-dark-crystal-gaiters/eternal	eternal
12545	Foundation Dark Crystal Gloves	armor_t74_g_i00	A	https://mw2.wiki/item/12545-foundation-dark-crystal-gloves/eternal	eternal
12546	Foundation Dark Crystal Gloves	armor_t75_g_i00	A	https://mw2.wiki/item/12546-foundation-dark-crystal-gloves/eternal	eternal
12547	Foundation Dark Crystal Gloves	armor_t76_g_i00	A	https://mw2.wiki/item/12547-foundation-dark-crystal-gloves/eternal	eternal
12548	Foundation Dark Crystal Leather Armor	armor_t75_u_i00	A	https://mw2.wiki/item/12548-foundation-dark-crystal-leather-armor/eternal	eternal
12549	Foundation Dark Crystal Robe	armor_t76_ul_i00	A	https://mw2.wiki/item/12549-foundation-dark-crystal-robe/eternal	eternal
12550	Foundation Dark Crystal Boots	armor_t74_b_i00	A	https://mw2.wiki/item/12550-foundation-dark-crystal-boots/eternal	eternal
12551	Foundation Dark Crystal Boots	armor_t75_b_i00	A	https://mw2.wiki/item/12551-foundation-dark-crystal-boots/eternal	eternal
12552	Foundation Dark Crystal Boots	armor_t76_b_i00	A	https://mw2.wiki/item/12552-foundation-dark-crystal-boots/eternal	eternal
12553	Foundation Dark Crystal Shield	shield_dark_crystal_shield_i00	A	https://mw2.wiki/item/12553-foundation-dark-crystal-shield/eternal	eternal
12554	Foundation Dark Crystal Helmet	armor_helmet_i00	A	https://mw2.wiki/item/12554-foundation-dark-crystal-helmet/eternal	eternal
12555	Foundation Dark Crystal Breastplate	armor_t74_u_i00	A	https://mw2.wiki/item/12555-foundation-dark-crystal-breastplate/eternal	eternal
12556	Foundation Dark Crystal Leggings	armor_t75_l_i00	A	https://mw2.wiki/item/12556-foundation-dark-crystal-leggings/eternal	eternal
12557	Foundation Sealed Dark Crystal Gaiters	armor_t74_l_i02	A	https://mw2.wiki/item/12557-foundation-sealed-dark-crystal-gaiters/eternal	eternal
12558	Foundation Sealed Dark Crystal Gloves	armor_t74_g_i02	A	https://mw2.wiki/item/12558-foundation-sealed-dark-crystal-gloves/eternal	eternal
12559	Foundation Sealed Dark Crystal Leather Armor	armor_t75_u_i02	A	https://mw2.wiki/item/12559-foundation-sealed-dark-crystal-leather-armor/eternal	eternal
12560	Foundation Sealed Dark Crystal Robe	armor_t76_ul_i02	A	https://mw2.wiki/item/12560-foundation-sealed-dark-crystal-robe/eternal	eternal
12561	Foundation Sealed Dark Crystal Boots	armor_t74_b_i02	A	https://mw2.wiki/item/12561-foundation-sealed-dark-crystal-boots/eternal	eternal
12562	Foundation Sealed Dark Crystal Shield	shield_dark_crystal_shield_i02	A	https://mw2.wiki/item/12562-foundation-sealed-dark-crystal-shield/eternal	eternal
12563	Foundation Sealed Dark Crystal Helmet	armor_helmet_i02	A	https://mw2.wiki/item/12563-foundation-sealed-dark-crystal-helmet/eternal	eternal
12564	Foundation Sealed Dark Crystal Breastplate	armor_t74_u_i02	A	https://mw2.wiki/item/12564-foundation-sealed-dark-crystal-breastplate/eternal	eternal
12565	Foundation Sealed Dark Crystal Leggings	armor_t75_l_i02	A	https://mw2.wiki/item/12565-foundation-sealed-dark-crystal-leggings/eternal	eternal
12566	Foundation Sealed Tallum Gloves	armor_t77_g_i02	A	https://mw2.wiki/item/12566-foundation-sealed-tallum-gloves/eternal	eternal
12567	Foundation Sealed Tallum Leather Armor	armor_t78_ul_i02	A	https://mw2.wiki/item/12567-foundation-sealed-tallum-leather-armor/eternal	eternal
12568	Foundation Sealed Tallum Boots	armor_t77_b_i02	A	https://mw2.wiki/item/12568-foundation-sealed-tallum-boots/eternal	eternal
12569	Foundation Sealed Tallum Tunic	armor_t79_u_i02	A	https://mw2.wiki/item/12569-foundation-sealed-tallum-tunic/eternal	eternal
12570	Foundation Sealed Tallum Plate Armor	armor_t77_ul_i02	A	https://mw2.wiki/item/12570-foundation-sealed-tallum-plate-armor/eternal	eternal
12571	Foundation Sealed Tallum Helmet	armor_helmet_i02	A	https://mw2.wiki/item/12571-foundation-sealed-tallum-helmet/eternal	eternal
12572	Foundation Sealed Tallum Stockings	armor_t79_l_i02	A	https://mw2.wiki/item/12572-foundation-sealed-tallum-stockings/eternal	eternal
12573	(Not In Use) Chaotic Holy Spirit's Cloak	armor_back09	A	https://mw2.wiki/item/12573-not-in-use-chaotic-holy-spirits-cloak/eternal	eternal
12574	Foundation Tallum Gloves	armor_t77_g_i00	A	https://mw2.wiki/item/12574-foundation-tallum-gloves/eternal	eternal
12575	Foundation Tallum Gloves	armor_t78_g_i00	A	https://mw2.wiki/item/12575-foundation-tallum-gloves/eternal	eternal
12576	Foundation Tallum Gloves	armor_t79_g_i00	A	https://mw2.wiki/item/12576-foundation-tallum-gloves/eternal	eternal
12577	Foundation Tallum Leather Armor	armor_t78_ul_i00	A	https://mw2.wiki/item/12577-foundation-tallum-leather-armor/eternal	eternal
12578	Foundation Tallum Boots	armor_t77_b_i00	A	https://mw2.wiki/item/12578-foundation-tallum-boots/eternal	eternal
12579	Foundation Tallum Boots	armor_t78_b_i00	A	https://mw2.wiki/item/12579-foundation-tallum-boots/eternal	eternal
12580	Foundation Tallum Boots	armor_t79_b_i00	A	https://mw2.wiki/item/12580-foundation-tallum-boots/eternal	eternal
12581	Foundation Tallum Tunic	armor_t79_u_i00	A	https://mw2.wiki/item/12581-foundation-tallum-tunic/eternal	eternal
12582	Foundation Tallum Plate Armor	armor_t77_ul_i00	A	https://mw2.wiki/item/12582-foundation-tallum-plate-armor/eternal	eternal
12583	Foundation Tallum Helmet	armor_helmet_i00	A	https://mw2.wiki/item/12583-foundation-tallum-helmet/eternal	eternal
12584	Foundation Tallum Stockings	armor_t79_l_i00	A	https://mw2.wiki/item/12584-foundation-tallum-stockings/eternal	eternal
12585	Foundation Majestic Gauntlets	armor_t83_g_i00	A	https://mw2.wiki/item/12585-foundation-majestic-gauntlets/eternal	eternal
12586	Foundation Majestic Gauntlets	armor_t84_g_i00	A	https://mw2.wiki/item/12586-foundation-majestic-gauntlets/eternal	eternal
12587	Foundation Majestic Gauntlets	armor_t85_g_i00	A	https://mw2.wiki/item/12587-foundation-majestic-gauntlets/eternal	eternal
12588	Foundation Majestic Leather Armor	armor_t84_ul_i00	A	https://mw2.wiki/item/12588-foundation-majestic-leather-armor/eternal	eternal
12589	Foundation Majestic Robe	armor_t85_ul_i00	A	https://mw2.wiki/item/12589-foundation-majestic-robe/eternal	eternal
12590	Foundation Majestic Boots	armor_t83_b_i00	A	https://mw2.wiki/item/12590-foundation-majestic-boots/eternal	eternal
12591	Foundation Majestic Boots	armor_t84_b_i00	A	https://mw2.wiki/item/12591-foundation-majestic-boots/eternal	eternal
12592	Foundation Majestic Boots	armor_t85_b_i00	A	https://mw2.wiki/item/12592-foundation-majestic-boots/eternal	eternal
12593	Foundation Majestic Circlet	armor_leather_helmet_i00	A	https://mw2.wiki/item/12593-foundation-majestic-circlet/eternal	eternal
12594	Foundation Majestic Plate Armor	armor_t83_ul_i00	A	https://mw2.wiki/item/12594-foundation-majestic-plate-armor/eternal	eternal
12595	Foundation Sealed Majestic Gauntlets	armor_t83_g_i02	A	https://mw2.wiki/item/12595-foundation-sealed-majestic-gauntlets/eternal	eternal
12596	Foundation Sealed Majestic Leather Armor	armor_t84_ul_i02	A	https://mw2.wiki/item/12596-foundation-sealed-majestic-leather-armor/eternal	eternal
12597	Foundation Sealed Majestic Robe	armor_t85_ul_i02	A	https://mw2.wiki/item/12597-foundation-sealed-majestic-robe/eternal	eternal
12598	Foundation Sealed Majestic Boots	armor_t83_b_i02	A	https://mw2.wiki/item/12598-foundation-sealed-majestic-boots/eternal	eternal
12599	Foundation Sealed Majestic Circlet	armor_leather_helmet_i02	A	https://mw2.wiki/item/12599-foundation-sealed-majestic-circlet/eternal	eternal
12600	Foundation Sealed Majestic Plate Armor	armor_t83_ul_i02	A	https://mw2.wiki/item/12600-foundation-sealed-majestic-plate-armor/eternal	eternal
12601	Foundation Sealed Armor of Nightmare	armor_t80_ul_i02	A	https://mw2.wiki/item/12601-foundation-sealed-armor-of-nightmare/eternal	eternal
12602	Foundation Sealed Gauntlets of Nightmare	armor_t80_g_i02	A	https://mw2.wiki/item/12602-foundation-sealed-gauntlets-of-nightmare/eternal	eternal
12603	Foundation Sealed Leather Armor of Nightmare	armor_t81_ul_i02	A	https://mw2.wiki/item/12603-foundation-sealed-leather-armor-of-nightmare/eternal	eternal
12604	Foundation Sealed Robe of Nightmare	armor_t82_ul_i02	A	https://mw2.wiki/item/12604-foundation-sealed-robe-of-nightmare/eternal	eternal
12605	Foundation Sealed Boots of Nightmare	armor_t80_b_i02	A	https://mw2.wiki/item/12605-foundation-sealed-boots-of-nightmare/eternal	eternal
12606	Foundation Sealed Shield of Nightmare	shield_shield_of_nightmare_i02	A	https://mw2.wiki/item/12606-foundation-sealed-shield-of-nightmare/eternal	eternal
12607	Foundation Sealed Helm of Nightmare	armor_leather_helmet_i02	A	https://mw2.wiki/item/12607-foundation-sealed-helm-of-nightmare/eternal	eternal
12608	Foundation Armor of Nightmare	armor_t80_ul_i00	A	https://mw2.wiki/item/12608-foundation-armor-of-nightmare/eternal	eternal
12609	Foundation Gauntlets of Nightmare	armor_t80_g_i00	A	https://mw2.wiki/item/12609-foundation-gauntlets-of-nightmare/eternal	eternal
12610	Foundation Gauntlets of Nightmare	armor_t81_g_i00	A	https://mw2.wiki/item/12610-foundation-gauntlets-of-nightmare/eternal	eternal
12611	Foundation Gauntlets of Nightmare	armor_t82_g_i00	A	https://mw2.wiki/item/12611-foundation-gauntlets-of-nightmare/eternal	eternal
12612	Foundation Leather Armor of Nightmare	armor_t81_ul_i00	A	https://mw2.wiki/item/12612-foundation-leather-armor-of-nightmare/eternal	eternal
12613	Foundation Robe of Nightmare	armor_t82_ul_i00	A	https://mw2.wiki/item/12613-foundation-robe-of-nightmare/eternal	eternal
12614	Foundation Boots of Nightmare	armor_t80_b_i00	A	https://mw2.wiki/item/12614-foundation-boots-of-nightmare/eternal	eternal
12615	Foundation Boots of Nightmare	armor_t81_b_i00	A	https://mw2.wiki/item/12615-foundation-boots-of-nightmare/eternal	eternal
12616	Foundation Boots of Nightmare	armor_t82_b_i00	A	https://mw2.wiki/item/12616-foundation-boots-of-nightmare/eternal	eternal
12617	Foundation Shield of Nightmare	shield_shield_of_nightmare_i00	A	https://mw2.wiki/item/12617-foundation-shield-of-nightmare/eternal	eternal
12618	Foundation Helm of Nightmare	armor_leather_helmet_i00	A	https://mw2.wiki/item/12618-foundation-helm-of-nightmare/eternal	eternal
12619	Foundation Draconic Leather Gloves	armor_t89_g_i00	S	https://mw2.wiki/item/12619-foundation-draconic-leather-gloves/eternal	eternal
12620	Foundation Draconic Leather Boots	armor_t89_b_i00	S	https://mw2.wiki/item/12620-foundation-draconic-leather-boots/eternal	eternal
12621	Foundation Draconic Leather Armor	armor_t89_ul_i00	S	https://mw2.wiki/item/12621-foundation-draconic-leather-armor/eternal	eternal
12622	Foundation Draconic Leather Helmet	armor_leather_helmet_i00	S	https://mw2.wiki/item/12622-foundation-draconic-leather-helmet/eternal	eternal
12623	Foundation Major Arcana Gloves	armor_t90_g_i00	S	https://mw2.wiki/item/12623-foundation-major-arcana-gloves/eternal	eternal
12624	Foundation Major Arcana Robe	armor_t90_ul_i00	S	https://mw2.wiki/item/12624-foundation-major-arcana-robe/eternal	eternal
12625	Foundation Major Arcana Boots	armor_t90_b_i00	S	https://mw2.wiki/item/12625-foundation-major-arcana-boots/eternal	eternal
12626	Foundation Major Arcana Circlet	armor_leather_helmet_i00	S	https://mw2.wiki/item/12626-foundation-major-arcana-circlet/eternal	eternal
12627	Foundation Sealed Draconic Leather Gloves	armor_t89_g_i02	S	https://mw2.wiki/item/12627-foundation-sealed-draconic-leather-gloves/eternal	eternal
12628	Foundation Sealed Draconic Leather Boots	armor_t89_b_i02	S	https://mw2.wiki/item/12628-foundation-sealed-draconic-leather-boots/eternal	eternal
12629	Foundation Sealed Draconic Leather Armor	armor_t89_ul_i02	S	https://mw2.wiki/item/12629-foundation-sealed-draconic-leather-armor/eternal	eternal
12630	Foundation Sealed Draconic Leather Helmet	armor_leather_helmet_i02	S	https://mw2.wiki/item/12630-foundation-sealed-draconic-leather-helmet/eternal	eternal
12631	Foundation Sealed Major Arcana Gloves	armor_t90_g_i02	S	https://mw2.wiki/item/12631-foundation-sealed-major-arcana-gloves/eternal	eternal
12632	Foundation Sealed Major Arcana Robe	armor_t90_ul_i02	S	https://mw2.wiki/item/12632-foundation-sealed-major-arcana-robe/eternal	eternal
12633	Foundation Sealed Major Arcana Boots	armor_t90_b_i02	S	https://mw2.wiki/item/12633-foundation-sealed-major-arcana-boots/eternal	eternal
12634	Foundation Sealed Major Arcana Circlet	armor_leather_helmet_i02	S	https://mw2.wiki/item/12634-foundation-sealed-major-arcana-circlet/eternal	eternal
12635	Foundation Sealed Imperial Crusader Gaiters	armor_t88_l_i02	S	https://mw2.wiki/item/12635-foundation-sealed-imperial-crusader-gaiters/eternal	eternal
12636	Foundation Sealed Imperial Crusader Gauntlets	armor_t88_g_i02	S	https://mw2.wiki/item/12636-foundation-sealed-imperial-crusader-gauntlets/eternal	eternal
12637	Foundation Sealed Imperial Crusader Boots	armor_t88_b_i02	S	https://mw2.wiki/item/12637-foundation-sealed-imperial-crusader-boots/eternal	eternal
12638	Foundation Sealed Imperial Crusader Shield	shield_imperial_crusader_shield_i02	S	https://mw2.wiki/item/12638-foundation-sealed-imperial-crusader-shield/eternal	eternal
12639	Foundation Sealed Imperial Crusader Helmet	armor_helmet_i02	S	https://mw2.wiki/item/12639-foundation-sealed-imperial-crusader-helmet/eternal	eternal
12640	Foundation Sealed Imperial Crusader Breastplate	armor_t88_u_i02	S	https://mw2.wiki/item/12640-foundation-sealed-imperial-crusader-breastplate/eternal	eternal
12641	Foundation Imperial Crusader Gaiters	armor_t88_l_i00	S	https://mw2.wiki/item/12641-foundation-imperial-crusader-gaiters/eternal	eternal
12642	Foundation Imperial Crusader Gauntlets	armor_t88_g_i00	S	https://mw2.wiki/item/12642-foundation-imperial-crusader-gauntlets/eternal	eternal
12643	Foundation Imperial Crusader Boots	armor_t88_b_i00	S	https://mw2.wiki/item/12643-foundation-imperial-crusader-boots/eternal	eternal
12644	Foundation Imperial Crusader Shield	shield_imperial_crusader_shield_i00	S	https://mw2.wiki/item/12644-foundation-imperial-crusader-shield/eternal	eternal
12645	Foundation Imperial Crusader Helmet	armor_helmet_i00	S	https://mw2.wiki/item/12645-foundation-imperial-crusader-helmet/eternal	eternal
12646	Foundation Imperial Crusader Breastplate	armor_t88_u_i00	S	https://mw2.wiki/item/12646-foundation-imperial-crusader-breastplate/eternal	eternal
12647	Foundation Dynasty Gaiters	armor_t91_l_i00	S	https://mw2.wiki/item/12647-foundation-dynasty-gaiters/eternal	eternal
12648	Foundation Dynasty Gauntlets	armor_t91_g_i00	S	https://mw2.wiki/item/12648-foundation-dynasty-gauntlets/eternal	eternal
12649	Foundation Dynasty Gloves	armor_t93_g_i00	S	https://mw2.wiki/item/12649-foundation-dynasty-gloves/eternal	eternal
12650	Foundation Dynasty Leather Gloves	armor_t92_g_i00	S	https://mw2.wiki/item/12650-foundation-dynasty-leather-gloves/eternal	eternal
12651	Foundation Dynasty Leather Leggings	armor_t92_l_i00	S	https://mw2.wiki/item/12651-foundation-dynasty-leather-leggings/eternal	eternal
12652	Foundation Dynasty Leather Armor	armor_t92_u_i00	S	https://mw2.wiki/item/12652-foundation-dynasty-leather-armor/eternal	eternal
12653	Foundation Dynasty Leather Armor	armor_t92_ud_i00	S	https://mw2.wiki/item/12653-foundation-dynasty-leather-armor/eternal	eternal
12654	Foundation Dynasty Leather Armor	armor_t92_ub_i00	S	https://mw2.wiki/item/12654-foundation-dynasty-leather-armor/eternal	eternal
12655	Foundation Dynasty Leather Armor	armor_t92_ud_i00	S	https://mw2.wiki/item/12655-foundation-dynasty-leather-armor/eternal	eternal
12656	Foundation Dynasty Leather Armor	armor_t92_ub_i00	S	https://mw2.wiki/item/12656-foundation-dynasty-leather-armor/eternal	eternal
