id	name	description	start_npc_id	start_npc_name	start_npc_additional	start_npc_icon	location	level_min	level_max	rewards	steps	chronicle	link
382	Kail's Magic Coin	Head Blacksmith Vergara has just joined the coin collecting club. He wants to trade his coins for rarer coins. Bring the coins Vergara wants so that he will give you the coins you want. Hunt monsters in the Outlaw Forest - Hunter Gargoyle, Tarlk Basilisk, Elder Tarlk Basilisk, Oel Mahum, Ol Mahum Transcender, Oel Mahum Warrior, Oel Mahum Witch Doctor.Kail's Blood DragonNGx999	30687	Vergara	Head Blacksmith	skill4416_dwarf	[{"top": 2112.0734463277, "left": 2350.6836158192}]	48	60	[{"name": "Flexible RewardNG", "icon": "etc_quest_account_reward_i00", "grade": "NG"}]	[{"number": 1, "title": "Start NPC", "description": "Head Blacksmith Vergara has just joined the coin collecting club. He wants to trade his coins for rarer coins. Bring the coins Vergara wants so that he will give you the coins you want. Hunt monsters in the Outlaw Forest - Hunter Gargoyle, Tarlk Basilisk, Elder Tarlk Basilisk, Oel Mahum, Ol Mahum Transcender, Oel Mahum Warrior, Oel Mahum Witch Doctor.Kail's Blood DragonNGx999", "npc": {"id": "382", "name": "Vergara", "additional": "Head Blacksmith", "icon": "skill4416_dwarf"}, "item": {"id": "5963", "name": "Kail's Blood Dragon", "icon": "etc_kyles_blood_dragon_i00", "grade": "NG"}}, {"number": 2, "title": "Collecting Magic Coins", "description": "Head Blacksmith Vergara has just joined the coin collecting club. He wants to trade his coins for rarer coins. Bring the coins Vergara wants so that he will give you the coins you want. Hunt monsters in the Outlaw Forest - Hunter Gargoyle, Tarlk Basilisk, Elder Tarlk Basilisk, Oel Mahum, Ol Mahum Transcender, Oel Mahum Warrior, Oel Mahum Witch Doctor.Kail's Blood DragonNGx999", "npc": null, "item": {"id": "5963", "name": "Kail's Blood Dragon", "icon": "etc_kyles_blood_dragon_i00", "grade": "NG"}}]	lu4	https://wiki.mw2.wiki/quest/382-kails-magic-coin/lu4
383	Treasure Hunt	The pirate's treasure map has disclosed the location of the hidden treasure chest! Go to the place marked on the map. Don't forget to buy the Thief Key from the grocery store.	30890	Espen	Armor Merchant	skill4416_elf	[{"top": 2915.8531073446, "left": 2340.2316384181}]	42	50	[{"name": "Random RewardNG", "icon": "etc_quest_random_reward_i00", "grade": "NG"}]	[{"number": 1, "title": "Start NPC", "description": "Ask Trader Espen of Heine to decipher the pirate's treasure map for you.", "npc": {"id": "383", "name": "Espen", "additional": "Armor Merchant", "icon": "skill4416_elf"}, "item": null}, {"number": 2, "title": "Decipher the Pirate's Treasure Map!", "description": "Ask Trader Espen of Heine to decipher the pirate's treasure map for you.", "npc": null, "item": null}, {"number": 3, "title": "Find the Pirate's Treasure Chest!", "description": "The pirate's treasure map has disclosed the location of the hidden treasure chest! Go to the place marked on the map. Don't forget to buy the Thief Key from the grocery store.", "npc": null, "item": null}]	lu4	https://wiki.mw2.wiki/quest/383-treasure-hunt/lu4
384	Warehouse Keeper's Pastime	Monsters to be hunted - Tanor Canyon: Nightmare Lords, Nightmare Keepers, Nightmare Guides. Watcher's Tomb: Hunter Gargoyle, Dustwind Gargoyle. Death Pass: Thunder Wyrm. Sea of Spores: Rotting Golem, Giant Monster Eye. Outlaw Forest: Hunter Gargoyle. Hunter's Valley: Weird Drake. Forest of Mirrors: Carinkain.Warehouse Keeper's MedalNGx999	30182	Cliff	Warehouse Keeper	skill4416_dwarf	[{"top": 1996.7062146893, "left": 2145.4237288136}]	40	60	[{"name": "Gamble RewardNG", "icon": "etc_quest_game_reward_i00", "grade": "NG"}]	[{"number": 1, "title": "Start NPC", "description": "Monsters to be hunted - Tanor Canyon: Nightmare Lords, Nightmare Keepers, Nightmare Guides. Watcher's Tomb: Hunter Gargoyle, Dustwind Gargoyle. Death Pass: Thunder Wyrm. Sea of Spores: Rotting Golem, Giant Monster Eye. Outlaw Forest: Hunter Gargoyle. Hunter's Valley: Weird Drake. Forest of Mirrors: Carinkain.Warehouse Keeper's MedalNGx999", "npc": {"id": "384", "name": "Cliff", "additional": "Warehouse Keeper", "icon": "skill4416_dwarf"}, "item": {"id": "5964", "name": "Warehouse Keeper's Medal", "icon": "etc_irongate_medal_i00", "grade": "NG"}}, {"number": 2, "title": "Recover Warehouse Keeper's Medal", "description": "Monsters to be hunted - Tanor Canyon: Nightmare Lords, Nightmare Keepers, Nightmare Guides. Watcher's Tomb: Hunter Gargoyle, Dustwind Gargoyle. Death Pass: Thunder Wyrm. Sea of Spores: Rotting Golem, Giant Monster Eye. Outlaw Forest: Hunter Gargoyle. Hunter's Valley: Weird Drake. Forest of Mirrors: Carinkain.Warehouse Keeper's MedalNGx999", "npc": null, "item": {"id": "5964", "name": "Warehouse Keeper's Medal", "icon": "etc_irongate_medal_i00", "grade": "NG"}}]	lu4	https://wiki.mw2.wiki/quest/384-warehouse-keepers-pastime/lu4
401	Path to a Warrior	Take the 20 spiders' legs to Master Auron in Gludin Village.Venomous Spider's LegNGx20	30010	Auron	Master	skill4416_human	[{"top": 2528.9209039548, "left": 1223.5084745763}]	18	85	[{"name": "Proof of LoyaltyNG", "icon": "etc_broken_crystal_red_i00", "grade": "NG"}]	[{"number": 1, "title": "Start NPC", "description": "Quest that must be fulfilled in order to change occupations to a Warrior. Tell Master Aymus that you wish to become a Warrior, and he will tell you to first visit Trader Simplon in the Town of Gludio and find the 'Sword of Trial.'", "npc": {"id": "401", "name": "Auron", "additional": "Master", "icon": "skill4416_human"}, "item": {"id": "1144", "name": "Venomous Spider's Leg", "icon": "etc_horn_i00", "grade": "NG"}}, {"number": 2, "title": "Onward Toward Your Trial", "description": "Quest that must be fulfilled in order to change occupations to a Warrior. Tell Master Aymus that you wish to become a Warrior, and he will tell you to first visit Trader Simplon in the Town of Gludio and find the 'Sword of Trial.'", "npc": null, "item": {"id": "1144", "name": "Venomous Spider's Leg", "icon": "etc_horn_i00", "grade": "NG"}}, {"number": 3, "title": "Test of Spirit", "description": "To obtain the Sword of Trial, you must carry out a task for Trader Simplon. Fight the tracker skeletons in the Ruins of Agony and return with 10 of their rusted swords.Rusted Bronze SwordNGx10", "npc": null, "item": {"id": "1144", "name": "Venomous Spider's Leg", "icon": "etc_horn_i00", "grade": "NG"}}, {"number": 4, "title": "Return to Trader Simplon", "description": "You have obtained 10 rusted swords. Now, take them to Trader Simplon in the Town of Gludio.Rusted Bronze SwordNGx10", "npc": null, "item": {"id": "1144", "name": "Venomous Spider's Leg", "icon": "etc_horn_i00", "grade": "NG"}}, {"number": 5, "title": "Nature of the Sword of Trial", "description": "What a surprise! The rusted sword and the sword of trial are the same! Well, since you have them, take them to Master Auron in Gludin Village.", "npc": null, "item": {"id": "1144", "name": "Venomous Spider's Leg", "icon": "etc_horn_i00", "grade": "NG"}}, {"number": 6, "title": "Trial of a Warrior", "description": "Using the sword of trial you received from Trader Simplon, you must defeat the poison spiders, then collect and bring back 20 of their legs! They can be found on Windmill Hill in the southern plains of the village. Kill poison spiders and arachnid trackers!Venomous Spider's LegNGx20", "npc": null, "item": {"id": "1144", "name": "Venomous Spider's Leg", "icon": "etc_horn_i00", "grade": "NG"}}, {"number": 7, "title": "Return to Auron", "description": "Take the 20 spiders' legs to Master Auron in Gludin Village.Venomous Spider's LegNGx20", "npc": null, "item": {"id": "1144", "name": "Venomous Spider's Leg", "icon": "etc_horn_i00", "grade": "NG"}}]	lu4	https://wiki.mw2.wiki/quest/401-path-to-a-warrior/lu4
402	Path to a Human Knight	The quest to change one's occupation to Knight. Squires must travel to Gludin Village, the Town of Gludio, and Talking Island Village and run errands for captains and high priests. Gather three or more Coins of Lords.Coin of LordsNG	30417	Sir Klaus Vasper		skill4416_human	[{"top": 2535.0508474576, "left": 1220.2542372881}]	18	85	[{"name": "Proof of LoyaltyNG", "icon": "etc_broken_crystal_red_i00", "grade": "NG"}]	[{"number": 1, "title": "Start NPC", "description": "The quest to change one's occupation to Knight. Squires must travel to Gludin Village, the Town of Gludio, and Talking Island Village and run errands for captains and high priests. Gather three or more Coins of Lords.Coin of LordsNG", "npc": {"id": "402", "name": "Sir Klaus Vasper", "additional": null, "icon": "skill4416_human"}, "item": {"id": "1167", "name": "Coin of Lords", "icon": "etc_coins_silver_i00", "grade": "NG"}}, {"number": 2, "title": "Trial of an Apprentice Human Knight", "description": "The quest to change one's occupation to Knight. Squires must travel to Gludin Village, the Town of Gludio, and Talking Island Village and run errands for captains and high priests. Gather three or more Coins of Lords.Coin of LordsNG", "npc": null, "item": {"id": "1167", "name": "Coin of Lords", "icon": "etc_coins_silver_i00", "grade": "NG"}}]	lu4	https://wiki.mw2.wiki/quest/402-path-to-a-human-knight/lu4
403	Path to a Rogue	You have defeated the bandits and recovered the stolen goods. Now, return to Captain Bezique of Gludin Village.	30379	Bezique	Captain	skill4416_human	[{"top": 2549.7683615819, "left": 1205.6666666667}]	18	85	[{"name": "Proof of LoyaltyNG", "icon": "etc_broken_crystal_red_i00", "grade": "NG"}]	[{"number": 1, "title": "Start NPC", "description": "Quest to change occupation to Rogue. Find Captain Bezique and tell him you wish to become a Rogue. He says that in order to earn his respect, you must catch one of the thieves. He suggests you meet with Neti.", "npc": {"id": "403", "name": "Bezique", "additional": "Captain", "icon": "skill4416_human"}, "item": {"id": "1189", "name": "Stolen Necklace", "icon": "accessary_necklace_of_blessing_i00", "grade": "NG"}}, {"number": 2, "title": "Let's obtain a Recommendation to Become a Rogue!", "description": "Quest to change occupation to Rogue. Find Captain Bezique and tell him you wish to become a Rogue. He says that in order to earn his respect, you must catch one of the thieves. He suggests you meet with Neti.", "npc": null, "item": {"id": "1189", "name": "Stolen Necklace", "icon": "accessary_necklace_of_blessing_i00", "grade": "NG"}}, {"number": 3, "title": "Neti's Test", "description": "In order to catch an elusive band of thieves you must act quickly to hunt for skeletons, using only the dagger and bow you received from Neti. Hunt the skeletons and spartois in the Ruins of Agony and collect 10 spartoi's bones. You will get these bones by killing tracker skeletons, tracker skeleton leaders, skeleton scouts, skeleton bowmen, ruin spartoi and raging spartoi.Spartoi's BonesNGx10", "npc": null, "item": {"id": "1189", "name": "Stolen Necklace", "icon": "accessary_necklace_of_blessing_i00", "grade": "NG"}}, {"number": 4, "title": "Return to Neti", "description": "You have collected 10 spartoi's bones. Now take them to Neti in Gludin Village.Spartoi's BonesNGx10", "npc": null, "item": {"id": "1189", "name": "Stolen Necklace", "icon": "accessary_necklace_of_blessing_i00", "grade": "NG"}}, {"number": 5, "title": "Neti's Recognition", "description": "Take the horseshoe of light you obtained from Neti to Captain Bezique.", "npc": null, "item": {"id": "1189", "name": "Stolen Necklace", "icon": "accessary_necklace_of_blessing_i00", "grade": "NG"}}, {"number": 6, "title": "Subjugation of Cat's Eye Bandits", "description": "Captain Bezique has ordered you to defeat the cat's eye bandits near the Abandoned Camp and recover some stolen goods. Using the weapons Neti gave you, defeat them and recover the stolen items.Stolen NecklaceNG", "npc": null, "item": {"id": "1189", "name": "Stolen Necklace", "icon": "accessary_necklace_of_blessing_i00", "grade": "NG"}}, {"number": 7, "title": "Return to Captain Bezique", "description": "You have defeated the bandits and recovered the stolen goods. Now, return to Captain Bezique of Gludin Village.", "npc": null, "item": null}]	lu4	https://wiki.mw2.wiki/quest/403-path-to-a-rogue/lu4
404	Path to a Human Wizard	You now possess all four tokens. You are well along the path to enlightenment. Now you must visit Parina in Gludin Village to continue the path of a Wizard.	30391	Parina		skill4416_human	[{"top": 2537.3785310734, "left": 1231.593220339}]	18	85	[{"name": "Proof of LoyaltyNG", "icon": "etc_broken_crystal_red_i00", "grade": "NG"}]	[{"number": 1, "title": "Start NPC", "description": "The quest to change occupation to Wizard. Parina asks that you find tokens which symbolize earth, fire, water, and wind. Go to the Ruins of Despair and meet the fire spirit salamander.", "npc": {"id": "404", "name": "Parina", "additional": null, "icon": "skill4416_human"}, "item": {"id": "1287", "name": "Sparkle Pebble", "icon": "etc_crystal_ball_white_i00", "grade": "NG"}}, {"number": 2, "title": "In Search of the Spirit of Flame", "description": "The quest to change occupation to Wizard. Parina asks that you find tokens which symbolize earth, fire, water, and wind. Go to the Ruins of Despair and meet the fire spirit salamander.", "npc": null, "item": {"id": "1290", "name": "Red Soil", "icon": "etc_powder_red_i00", "grade": "NG"}}, {"number": 3, "title": "Key of Flame", "description": "The key of flame once kept by the fire spirit salamander has been stolen. Go to the northwest corner of the Ruins of Despair, slay the ratman warriors there and recover the key of flame.Key of FlameNG", "npc": null, "item": {"id": "1290", "name": "Red Soil", "icon": "etc_powder_red_i00", "grade": "NG"}}, {"number": 4, "title": "Return to the Flame Salamander", "description": "You have recovered the key of flame from the ratman warriors. Return it to the fire spirit salamander in the Ruins of Despair.Key of FlameNG", "npc": null, "item": {"id": "1290", "name": "Red Soil", "icon": "etc_powder_red_i00", "grade": "NG"}}, {"number": 5, "title": "In Search of Wind Sylph", "description": "Your curiosity knows no bounds! Your endless quest for knowledge is not unlike the wandering wind... Your next teacher shall be the Wind Sylph, located at the northwestern entrance of the Wastelands.", "npc": null, "item": {"id": "1290", "name": "Red Soil", "icon": "etc_powder_red_i00", "grade": "NG"}}, {"number": 6, "title": "Silence the Noise of Lizardman", "description": "The Wind Sylph complains to you that the racket created by the lizardman who recently appeared in the south of the Wastelands has made it impossible for her to hear the wind. Go meet with him and ask him not to make so much noise.", "npc": null, "item": {"id": "1290", "name": "Red Soil", "icon": "etc_powder_red_i00", "grade": "NG"}}, {"number": 7, "title": "Return to Wind Sylph", "description": "Wastelands Lizardman apologizes for the noise, and hands over Wind Feather which seems to belong to Wind Sylph to you. Take this to Wind Sylph.", "npc": null, "item": {"id": "1290", "name": "Red Soil", "icon": "etc_powder_red_i00", "grade": "NG"}}, {"number": 8, "title": "In Search of Water Undine", "description": "Your pursuit of knowledge has led to a time of contemplation and reflection. Contemplation of acquired knowledge is much like water. Your next teacher shall be the Water Undine. You will find her near Fellmere Lake.", "npc": null, "item": {"id": "1290", "name": "Red Soil", "icon": "etc_powder_red_i00", "grade": "NG"}}, {"number": 9, "title": "Destroy Water Seer", "description": "The Water Undine asks you to defeat the Water Seer that is disturbing the energy of the water. The beast looks like an eye, and is located across the lake. Then, as proof, bring back two sparkling pebbles.Sparkle PebbleNGx2", "npc": null, "item": {"id": "1290", "name": "Red Soil", "icon": "etc_powder_red_i00", "grade": "NG"}}, {"number": 10, "title": "Return to Undine", "description": "Take the two sparkling pebbles you have obtained to the Water Undine across the lake.Sparkle PebbleNGx2", "npc": null, "item": {"id": "1290", "name": "Red Soil", "icon": "etc_powder_red_i00", "grade": "NG"}}, {"number": 11, "title": "In Search of Earth Snake", "description": "The time for reflection is over. You must now strengthen your resolve by learning the way of the earth. Your next teacher will be Earth Snake, found north of the Ruins of Agony.", "npc": null, "item": {"id": "1290", "name": "Red Soil", "icon": "etc_powder_red_i00", "grade": "NG"}}, {"number": 12, "title": "In Search of Red Soil", "description": "The earth snake asks that you collect red soil containing the life energy of the earth from the red bears in the Fellmere Harvesting Grounds between the Ruins of Agony and Windy Hill.Red SoilNG", "npc": null, "item": {"id": "1290", "name": "Red Soil", "icon": "etc_powder_red_i00", "grade": "NG"}}, {"number": 13, "title": "Let's Return to the Earth Snake", "description": "Take the red soil to the Earth Snake in the Ruins of Agony and obtain a token of earth.Red SoilNG", "npc": null, "item": {"id": "1290", "name": "Red Soil", "icon": "etc_powder_red_i00", "grade": "NG"}}, {"number": 14, "title": "Path to a Human Wizard", "description": "You now possess all four tokens. You are well along the path to enlightenment. Now you must visit Parina in Gludin Village to continue the path of a Wizard.", "npc": null, "item": null}]	lu4	https://wiki.mw2.wiki/quest/404-path-to-a-human-wizard/lu4
405	Path to a Cleric	You have received Lionel's covenant not to author any more books. Now return to Priest Zigaunt in the Temple of Einhasad in Gludin Village.	30022	Zigaunt	Priest	skill4416_human	[{"top": 2537.2768361582, "left": 1238.2259887006}]	18	85	[{"name": "Proof of LoyaltyNG", "icon": "etc_broken_crystal_red_i00", "grade": "NG"}]	[{"number": 1, "title": "Start NPC", "description": "Quest that must be fulfilled to change occupation to Cleric. Tell Priest Zigaunt that you wish to become a Cleric, and he ask you to prove your pure faith. To do this, you must remove all inappropriate books that criticize the current order. The first rumors about those books appeared in the Town of Gludio. Go there and ask Trader Simplon about the book, 'Understanding of Miracles.' Then recover all the books the trader has sold.Book of PragaNG", "npc": {"id": "405", "name": "Zigaunt", "additional": "Priest", "icon": "skill4416_human"}, "item": {"id": "1196", "name": "Book of Praga", "icon": "etc_spell_books_blue_i00", "grade": "NG"}}, {"number": 2, "title": "Proof of Faith", "description": "Quest that must be fulfilled to change occupation to Cleric. Tell Priest Zigaunt that you wish to become a Cleric, and he ask you to prove your pure faith. To do this, you must remove all inappropriate books that criticize the current order. The first rumors about those books appeared in the Town of Gludio. Go there and ask Trader Simplon about the book, 'Understanding of Miracles.' Then recover all the books the trader has sold.Book of PragaNG", "npc": null, "item": {"id": "1196", "name": "Book of Praga", "icon": "etc_spell_books_blue_i00", "grade": "NG"}}, {"number": 3, "title": "Recovery of Inappropriate Books", "description": "You have recovered all five books. Now take them to Priest Zigaunt of the Temple of Einhasad in Gludin Village.Book of PragaNG", "npc": null, "item": {"id": "1196", "name": "Book of Praga", "icon": "etc_spell_books_blue_i00", "grade": "NG"}}, {"number": 4, "title": "Meeting with the Author - Part 1", "description": "Although you now have all the books available, as long as the author lives more may be produced. Go and find a former priest named Lionel. It is said that he is in hiding somewhere on Talking Island.", "npc": null, "item": null}, {"number": 5, "title": "Knowledge that Should Be Hidden", "description": "Lionel explains that although he believes his books, he does not wish to anger the powers-that-be in the temple. He promises not to write any more books if you will take the remaining books to Grand Magister Gallint in the Einhovant School of Magic located on Talking Island.", "npc": null, "item": null}, {"number": 6, "title": "Meeting with the Author - Part 2", "description": "Gallint says he knew it was going to be like this, and accepts the book. Now go back to Lionel.", "npc": null, "item": null}, {"number": 7, "title": "Proven Faith...?", "description": "You have received Lionel's covenant not to author any more books. Now return to Priest Zigaunt in the Temple of Einhasad in Gludin Village.", "npc": null, "item": null}]	lu4	https://wiki.mw2.wiki/quest/405-path-to-a-cleric/lu4
406	Path to an Elven Knight	The gemstones you have collected will be turned into a brooch for future Elven Knights. The gemstones collected by former Elven Knight applicants will shine in your heart. After receiving the Kluto Box, return to Master Sorius of the Town of Gludio.	30327	Sorius	Master	skill4416_elf	[{"top": 2378.8983050847, "left": 1610.0677966102}]	18	85	[{"name": "Proof of LoyaltyNG", "icon": "etc_broken_crystal_red_i00", "grade": "NG"}]	[{"number": 1, "title": "Start NPC", "description": "Quest that must be fulfilled in order to change occupation to Elven Knight. Tell Master Sorius that you wish to become an Elven Knight. He will order you to go to the Ruins of Agony and defeat the undead to collect pieces of topaz. The undead will include tracker skeletons, tracker skeleton leaders, skeleton scouts, skeleton bowmen, and raging spartoi.Topaz PieceNGx20", "npc": {"id": "406", "name": "Sorius", "additional": "Master", "icon": "skill4416_elf"}, "item": {"id": "1206", "name": "Emerald Piece", "icon": "etc_jewel_green_i00", "grade": "NG"}}, {"number": 2, "title": "Testimony of Sorius", "description": "Quest that must be fulfilled in order to change occupation to Elven Knight. Tell Master Sorius that you wish to become an Elven Knight. He will order you to go to the Ruins of Agony and defeat the undead to collect pieces of topaz. The undead will include tracker skeletons, tracker skeleton leaders, skeleton scouts, skeleton bowmen, and raging spartoi.Topaz PieceNGx20", "npc": null, "item": {"id": "1206", "name": "Emerald Piece", "icon": "etc_jewel_green_i00", "grade": "NG"}}, {"number": 3, "title": "Let's Return to Master Sorius", "description": "You've collected 20 fragments of Topaz. Go back to Master Sorius of the Town of Gludio.Topaz PieceNGx20", "npc": null, "item": {"id": "1206", "name": "Emerald Piece", "icon": "etc_jewel_green_i00", "grade": "NG"}}, {"number": 4, "title": "Elven Knight's Brooch", "description": "The topaz pieces are used to make an Elven Knight brooch and proof of an Elven Knight. Take them to Blacksmith Kluto of Gludin Village.", "npc": null, "item": {"id": "1206", "name": "Emerald Piece", "icon": "etc_jewel_green_i00", "grade": "NG"}}, {"number": 5, "title": "Blacksmith's Request", "description": "Kluto says that he will make you the brooch if you go to the Abandoned Camp, kill ol mahum novices and bring back 20 gemstones.Emerald PieceNGx20", "npc": null, "item": {"id": "1206", "name": "Emerald Piece", "icon": "etc_jewel_green_i00", "grade": "NG"}}, {"number": 6, "title": "Return to Kluto", "description": "You've collected 20 fragments of Emerald. Bring them to Blacksmith Kluto of Gludin Village.Emerald PieceNGx20", "npc": null, "item": {"id": "1206", "name": "Emerald Piece", "icon": "etc_jewel_green_i00", "grade": "NG"}}, {"number": 7, "title": "Completed Brooch", "description": "The gemstones you have collected will be turned into a brooch for future Elven Knights. The gemstones collected by former Elven Knight applicants will shine in your heart. After receiving the Kluto Box, return to Master Sorius of the Town of Gludio.", "npc": null, "item": null}]	lu4	https://wiki.mw2.wiki/quest/406-path-to-an-elven-knight/lu4
407	Path to an Elven Scout	Moretti gives you a Certificate of Honorary Guard as a reward for rescuing Prias. Show it to Reisa.	30328	Reisa	Master	skill4416_elf	[{"top": 2378.5593220339, "left": 1608.6384180791}]	18	85	[{"name": "Proof of LoyaltyNG", "icon": "etc_broken_crystal_red_i00", "grade": "NG"}]	[{"number": 1, "title": "Start NPC", "description": "The quest that must be fulfilled to change one's occupation to that of an Elven Scout. In order to become an Elven Scout, Master Reisa tells you to prove your skills by finding Guard Moretti's lost friend.", "npc": {"id": "407", "name": "Reisa", "additional": "Master", "icon": "skill4416_elf"}, "item": {"id": "1293", "name": "Rusted Key", "icon": "etc_key_i00", "grade": "NG"}}, {"number": 2, "title": "Proof of Ability", "description": "The quest that must be fulfilled to change one's occupation to that of an Elven Scout. In order to become an Elven Scout, Master Reisa tells you to prove your skills by finding Guard Moretti's lost friend.", "npc": null, "item": {"id": "1293", "name": "Rusted Key", "icon": "etc_key_i00", "grade": "NG"}}, {"number": 3, "title": "Missing Friend", "description": "Guard Moretti's friend Prias disappeared while trying to elude an ol mahum patrol. Confront the ol mahum patrol and find out what you can regarding Prias' whereabouts.Prias's 4th Torn LetterNG", "npc": null, "item": {"id": "1293", "name": "Rusted Key", "icon": "etc_key_i00", "grade": "NG"}}, {"number": 4, "title": "Return to Moretti", "description": "You recovered torn pieces of a letter from the ol mahum patrols. Take them to Guard Moretti of the Town of Gludio.Prias's 4th Torn LetterNG", "npc": null, "item": {"id": "1293", "name": "Rusted Key", "icon": "etc_key_i00", "grade": "NG"}}, {"number": 5, "title": "Find Prias", "description": "You find out that Prias was kidnapped and taken to the Neutral Zone of the Elven Forest. Due to the impending invasion of ol mahums, Guard Moretti cannot leave his post to look for his friend. He asks you to go and rescue Prias.", "npc": null, "item": {"id": "1293", "name": "Rusted Key", "icon": "etc_key_i00", "grade": "NG"}}, {"number": 6, "title": "Take Away the Key", "description": "Prias is bound in shackles. Kill the ol mahum sentry, take his key and unlock the shackles.Rusted KeyNG", "npc": null, "item": {"id": "1293", "name": "Rusted Key", "icon": "etc_key_i00", "grade": "NG"}}, {"number": 7, "title": "Release Prias", "description": "You have secured the key from the ol mahum sentry. Free Prias from his shackles.Rusted KeyNG", "npc": null, "item": {"id": "1293", "name": "Rusted Key", "icon": "etc_key_i00", "grade": "NG"}}, {"number": 8, "title": "Reply Letter From Prias", "description": "Prias was grateful to receive Moretti's herb. He tells you that he must complete his mission. He asks you to give his regards to Moretti.", "npc": null, "item": null}, {"number": 9, "title": "Honorary Guard", "description": "Moretti gives you a Certificate of Honorary Guard as a reward for rescuing Prias. Show it to Reisa.", "npc": null, "item": null}]	lu4	https://wiki.mw2.wiki/quest/407-path-to-an-elven-scout/lu4
408	Path to an Elven Wizard	Quest that must be fulfilled to change occupation to Elven Wizard. Rosella tells you that to become an Elven Wizard, you must collect the jewels that represent each of the four elements: water, fire, wind and earth. She hands you the fertility period, which symbolizes earth, and asks you to find the rest.	30414	Rosella		skill4416_elf	[{"top": 1966.6949152542, "left": 1932.7401129944}]	18	85	[{"name": "Proof of LoyaltyNG", "icon": "etc_broken_crystal_red_i00", "grade": "NG"}]	[{"number": 1, "title": "Start NPC", "description": "Quest that must be fulfilled to change occupation to Elven Wizard. Rosella tells you that to become an Elven Wizard, you must collect the jewels that represent each of the four elements: water, fire, wind and earth. She hands you the fertility period, which symbolizes earth, and asks you to find the rest.", "npc": {"id": "408", "name": "Rosella", "additional": null, "icon": "skill4416_elf"}, "item": null}, {"number": 2, "title": "Jewel Collection", "description": "Quest that must be fulfilled to change occupation to Elven Wizard. Rosella tells you that to become an Elven Wizard, you must collect the jewels that represent each of the four elements: water, fire, wind and earth. She hands you the fertility period, which symbolizes earth, and asks you to find the rest.", "npc": null, "item": null}]	lu4	https://wiki.mw2.wiki/quest/408-path-to-an-elven-wizard/lu4
409	Path to an Elven Oracle	You could not save the girl's younger brother. Return to Priest Manuel and tell him.	30293	Manuel	Priest	skill4416_elf	[{"top": 2372.6723163842, "left": 1609.802259887}]	18	85	[{"name": "Proof of LoyaltyNG", "icon": "etc_broken_crystal_red_i00", "grade": "NG"}]	[{"number": 1, "title": "Start NPC", "description": "This quest must be fulfilled to change occupation to Oracle. Tell Priest Manuel that you wish to become an Oracle. He tells you about the Revelation of the TOrch, and asks you to investigate the truth about the recent appearance of a miraculous girl near the lighthouse in Gludin Harbor.", "npc": {"id": "409", "name": "Manuel", "additional": "Priest", "icon": "skill4416_elf"}, "item": null}, {"number": 2, "title": "Miracle Girl", "description": "This quest must be fulfilled to change occupation to Oracle. Tell Priest Manuel that you wish to become an Oracle. He tells you about the Revelation of the TOrch, and asks you to investigate the truth about the recent appearance of a miraculous girl near the lighthouse in Gludin Harbor.", "npc": null, "item": null}, {"number": 3, "title": "Girl Shaking in Fear", "description": "You have met Allana. She seems afraid...", "npc": null, "item": null}, {"number": 4, "title": "Girl Shaking in Fear", "description": "Mysterious lizardmen attempted to catch Allana. You defeat them and obtain the Lizard Captain Order. Ask Allana about the situation again.", "npc": null, "item": null}, {"number": 5, "title": "Girl's Request", "description": "Allana explains that she has the ability to cure her younger sister's illness. She asks you to meet an old man named Perrin who gave her this ability and get her money back.", "npc": null, "item": null}, {"number": 6, "title": "Let's Interrogate Perrin", "description": "You have defeated Tamil, guard of the evil Perrin. Interrogate him.", "npc": null, "item": null}, {"number": 7, "title": "Let's Return to Allana", "description": "You retrieved Allana's money from Perrin. Take it to her. You will find her near the lighthouse.", "npc": null, "item": null}, {"number": 8, "title": "Manuel's Urgent Business", "description": "Priest Manuel of the Town of Gludio has contacted you through the crystal for emergency. Go meet him quickly.", "npc": null, "item": null}, {"number": 9, "title": "Pursued Girl", "description": "You receive a tip that mercenary lizardmen were hired to kidnap the girl of prophecy. Hurry to the lighthouse in Gludin Harbor and protect her.", "npc": null, "item": null}, {"number": 10, "title": "Results of Prophecy", "description": "You could not save the girl's younger brother. Return to Priest Manuel and tell him.", "npc": null, "item": null}]	lu4	https://wiki.mw2.wiki/quest/409-path-to-an-elven-oracle/lu4
